date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2024-04-17,82.95833333333333,24.59583333333333,62.84166666666667,20.366666666666667,14.204166666666666,349.0416666666667,83.125,28.8625,56.541666666666664,0.0,73.04166666666667
2024-04-18,73.04166666666667,22.791666666666668,86.11666666666667,9.6625,5.3125,189.95833333333334,63.916666666666664,27.2375,78.08333333333333,0.020833333333333332,82.5
2024-04-19,82.5,25.616666666666664,57.387499999999996,6.3125,3.920833333333333,206.70833333333334,113.20833333333333,26.704166666666666,70.66666666666667,0.0,79.875
2024-04-20,79.875,21.691666666666666,48.67916666666667,8.245833333333334,4.575,231.41666666666666,111.20833333333333,27.754166666666666,66.125,0.0,76.25
2024-04-21,76.25,23.3125,54.31666666666666,9.191666666666666,4.7875000000000005,233.70833333333334,98.91666666666667,27.545833333333334,71.625,0.0,73.875
2024-04-22,73.875,20.458333333333332,57.550000000000004,8.466666666666667,4.0874999999999995,196.04166666666666,70.5,27.554166666666664,75.54166666666667,0.0,70.625
2024-04-23,70.625,19.795833333333334,56.55416666666667,9.141666666666667,4.5249999999999995,201.41666666666666,78.79166666666667,27.337500000000002,78.66666666666667,0.0,69.0
2024-04-24,69.0,19.320833333333333,51.10833333333333,10.200000000000001,5.120833333333333,216.95833333333334,72.79166666666667,27.337500000000002,78.25,0.0,68.5
2024-04-25,68.5,16.591666666666665,46.14166666666667,11.0875,4.695833333333334,216.20833333333334,67.75,27.391666666666666,79.08333333333333,0.0,62.708333333333336
2024-04-26,62.708333333333336,16.816666666666666,65.68333333333334,8.033333333333333,4.216666666666667,200.08333333333334,77.125,28.09583333333333,75.125,0.0,64.70833333333333
2024-04-27,64.70833333333333,15.9125,60.03333333333333,10.241666666666667,4.8125,219.83333333333334,75.91666666666667,27.754166666666666,76.58333333333333,0.0,63.166666666666664
2024-04-28,63.166666666666664,18.016666666666666,66.26666666666667,11.408333333333333,6.2124999999999995,225.25,77.79166666666667,28.433333333333334,74.79166666666667,0.0,76.08333333333333
2024-04-29,76.08333333333333,26.879166666666666,118.32916666666667,13.525,6.3,259.7916666666667,90.0,30.633333333333336,41.916666666666664,0.0,90.95833333333333
2024-04-30,90.95833333333333,30.208333333333332,127.33333333333333,12.129166666666668,6.566666666666666,255.66666666666666,102.29166666666667,30.75,36.625,0.0,93.5
2024-05-01,93.5,35.112500000000004,146.82500000000002,13.220833333333333,9.279166666666667,257.625,100.45833333333333,29.633333333333336,20.916666666666668,0.0,119.16666666666667
2024-05-02,119.16666666666667,38.175000000000004,114.87083333333334,17.258333333333333,11.5375,325.375,108.20833333333333,28.77916666666667,55.125,0.0,79.625
2024-05-03,79.625,17.508333333333333,52.975,11.579166666666666,5.720833333333334,231.08333333333334,62.0,29.09583333333333,70.91666666666667,0.0,74.70833333333333
